file,CH1_BPFI_energy,CH1_BPFO_energy,CH1_BSF_energy,CH1_CRS_energy,CH2_BPFI_energy,CH2_BPFO_energy,CH2_BSF_energy,CH2_CRS_energy,CH3_BPFI_energy,CH3_BPFO_energy,CH3_BSF_energy,CH3_CRS_energy,CH4_BPFI_energy,CH4_BPFO_energy,CH4_BSF_energy,CH4_CRS_energy
modified_KIMM Simulator_KIMM Bearing Test_20160402090507.tdms,9.478661433994394e+83,2.1432396082161527e+84,3.0416011911199474e+84,1.5155174101151741e+85,3.069973295902171e+84,6.941110366953627e+84,9.851091135650249e+84,4.926831646381579e+85,2.5518230331416026e+86,5.77059674033484e+86,8.190345361749645e+86,4.097020098066743e+87,2.4375525448033104e+85,5.511187490294e+85,7.820841563283962e+85,3.904705611090628e+86
modified_KIMM Simulator_KIMM Bearing Test_20160402091507.tdms,1.0820361541517116e+85,2.4464343018528182e+85,3.471886521678817e+85,1.7302424406280103e+86,1.412272620639397e+85,3.193415064407261e+85,4.532159929805417e+85,2.2514513162133284e+86,1.241833723761513e+85,2.8074994976247665e+85,3.984325483066958e+85,1.9707529859355592e+86,1.4619215289532542e+85,3.305962655689919e+85,4.69229218938842e+85,2.3268949583942806e+86
modified_KIMM Simulator_KIMM Bearing Test_20160402092507.tdms,2.392376475158989e+84,5.409097054684343e+84,7.676444171020092e+84,3.795518856250642e+85,1.1437778239839849e+85,2.5863033533423805e+85,3.670391647394841e+85,1.8272704378039075e+86,1.296887380563825e+84,2.9324182104224304e+84,4.162186501287753e+84,2.080350413956349e+85,8.188305473480245e+84,1.8517800036762206e+85,2.628552677644348e+85,1.3056876203105524e+86
modified_KIMM Simulator_KIMM Bearing Test_20160402093507.tdms,3.0392704339423666e+84,6.8719005911303935e+84,9.751604797406475e+84,4.8465683899112304e+85,4.0788853927777644e+81,9.222055146575646e+81,1.3086535627901774e+82,6.468556134559085e+82,2.8509239772640708e+84,6.446270896211601e+84,9.149148198512308e+84,4.532276719173648e+85,1.2201592102862517e+86,2.759224620306433e+86,3.9164698713150804e+86,1.9463987859152705e+87
modified_KIMM Simulator_KIMM Bearing Test_20160402094507.tdms,1.0451303751571803e+85,2.363286350812343e+85,3.354439404064367e+85,1.6792315680532207e+86,8.376616290839416e+84,1.8940084735753658e+85,2.6878812971054153e+85,1.3375213178200273e+86,4.995302273256015e+84,1.1295665186747529e+85,1.6030864335081535e+85,8.042971870858e+85,5.7237425588555126e+85,1.2941218037300337e+86,1.8366713494935267e+86,9.062862583749293e+86
modified_KIMM Simulator_KIMM Bearing Test_20160402095507.tdms,3.2211322066825574e+84,7.284409642714526e+84,1.033885127910021e+85,5.154920657106602e+85,1.3784654478700438e+86,3.117063748125569e+86,4.4242024280586865e+86,2.215340872156022e+87,2.1963964394677041e+86,4.966502442374027e+86,7.047896210632547e+86,3.522245537037976e+87,6.066015396242336e+85,1.3715887661242058e+86,1.9465464214865078e+86,9.69290178273879e+86
modified_KIMM Simulator_KIMM Bearing Test_20160402100507.tdms,2.671210952977002e+84,6.040522497485184e+84,8.5731748651228e+84,4.268834358000563e+85,1.1975514371018923e+86,2.70806219104908e+86,3.8436462844039464e+86,1.922862428936926e+87,1.1556547337912862e+83,2.6128442772654593e+83,3.708296658303594e+83,1.8439327329029773e+84,3.700345847533997e+84,8.366981776363159e+84,1.1874210055997921e+85,5.94596810458654e+85
modified_KIMM Simulator_KIMM Bearing Test_20160402101507.tdms,4.7717769683867345e+85,1.0790139021492344e+86,1.5312639595878113e+86,7.590381348008147e+86,1.686775380461496e+85,3.813518536790768e+85,5.411716725580065e+85,2.6937855550657986e+86,1.4697347609306207e+85,3.3232966897737256e+85,4.716950700033442e+85,2.3447406650474373e+86,1.85217166013077e+86,4.188438707222444e+86,5.944782738393645e+86,2.9553104419665156e+87
modified_KIMM Simulator_KIMM Bearing Test_20160402102507.tdms,2.6696699561402858e+84,6.037147774491298e+84,8.568297641285792e+84,4.232868078667471e+85,1.9856768027299196e+86,4.491115061470753e+86,6.374899031752e+86,3.178037819448456e+87,8.838534584158733e+83,1.9984338844074383e+84,2.8363953642116922e+84,1.4043105179085413e+85,1.753448410516568e+85,3.9643762974588895e+85,5.626679879105295e+85,2.797070640318791e+86
modified_KIMM Simulator_KIMM Bearing Test_20160402103507.tdms,8.317546386812761e+83,1.8810241308999291e+84,2.6699428229167698e+84,1.328449237956123e+85,1.645161783614894e+86,3.720139279088532e+86,5.279519507178869e+86,2.6218080961255865e+87,7.45364115248225e+83,1.6853909557330352e+84,2.392027498256644e+84,1.1846586775183442e+85,4.419558954584194e+83,9.99277215241396e+83,1.418182449915485e+84,7.038694558232621e+84
modified_KIMM Simulator_KIMM Bearing Test_20160402104507.tdms,5.059709446169348e+82,1.1441064655224645e+83,1.6237591031810603e+83,8.079074818048927e+83,8.790631405962558e+84,1.987695021891363e+85,2.8212747163221366e+85,1.3949533053297038e+86,5.2921253992121966e+82,1.1966475032107989e+83,1.6983546611215148e+83,8.502249950173626e+83,9.879598172487937e+83,2.2339100500132345e+84,3.1706128707930577e+84,1.5946403538455716e+85
modified_KIMM Simulator_KIMM Bearing Test_20160402105507.tdms,5.7354974150152025e+84,1.2971076180104263e+85,1.841205714592503e+85,9.208707414564123e+85,7.222997304485732e+84,1.6331761803654336e+85,2.3178370960966587e+85,1.1606266364980467e+86,1.49138700951286e+86,3.372115542886588e+86,4.785508067923945e+86,2.361251271943715e+87,2.835761034110045e+84,6.412467286465329e+84,9.101252215165406e+84,4.527480048512254e+85
modified_KIMM Simulator_KIMM Bearing Test_20160402110507.tdms,1.0893531927428153e+85,2.462853814040522e+85,3.495539065306681e+85,1.7618799200991075e+86,6.558041664747075e+85,1.482892810942561e+86,2.1046491795133987e+86,1.0622083229287147e+87,2.619969340969157e+84,5.923595816370783e+84,8.405791826876718e+84,4.138410827527202e+85,1.9717539881554112e+86,4.4586189628373235e+86,6.328007693589071e+86,3.1379804665806843e+87
modified_KIMM Simulator_KIMM Bearing Test_20160402111507.tdms,2.426966984802322e+84,5.487643997240516e+84,7.78853501532442e+84,3.865215928248146e+85,2.4494135197066915e+85,5.538097782151117e+85,7.859903964141064e+85,3.8897235354538634e+86,7.81832796386225e+84,1.767877781525626e+85,2.5088539163021763e+85,1.2530202998813479e+86,3.7881665786380694e+85,8.565519533824803e+85,1.2156155522589467e+86,6.059933673396507e+86
modified_KIMM Simulator_KIMM Bearing Test_20160402112507.tdms,2.001997108770806e+84,4.527094042350305e+84,6.425483414749592e+84,3.1924162721539374e+85,8.980624926706554e+84,2.0307772167360962e+85,2.88203542807257e+85,1.442872234497879e+86,3.9444988422681115e+85,8.917695338737499e+85,1.2654788064977542e+86,6.264856025310374e+86,1.7667280664286138e+84,3.9947503671973705e+84,5.66901788123288e+84,2.824066677062335e+85
modified_KIMM Simulator_KIMM Bearing Test_20160402113507.tdms,2.6556370914115863e+83,6.006090337881914e+83,8.525571097492023e+83,4.270203088904022e+84,2.7476264781085325e+85,6.213312275967953e+85,8.817918781382988e+85,4.351141562967703e+86,4.0772247798580696e+85,9.219301926592509e+85,1.308335179674953e+86,6.491880257938307e+86,2.172141978552094e+84,4.91142675203333e+84,6.970760182509921e+84,3.4511866691126565e+85
modified_KIMM Simulator_KIMM Bearing Test_20160402114507.tdms,1.6573658915370962e+83,3.7478179529612604e+83,5.318823540757291e+83,2.650045699281572e+84,4.806277167133012e+86,1.0867494448281287e+87,1.5423825466614162e+87,7.616263977546736e+87,2.1191332507919643e+84,4.792605391718383e+84,6.802956252449834e+84,3.389205239641724e+85,1.3731385984631628e+85,3.1047854240412585e+85,4.406581293505834e+85,2.1883587356219308e+86
modified_KIMM Simulator_KIMM Bearing Test_20160402115507.tdms,1.528453489356313e+84,3.45658782478112e+84,4.906448907676463e+84,2.4428127456531448e+85,9.187751485643254e+80,2.0774937088589614e+81,2.948541575764801e+81,1.4653765913374217e+82,6.5150138936779926e+84,1.4732711498281017e+85,2.0912501051805818e+85,1.0398780478002455e+86,4.199898966801148e+84,9.496712580706313e+84,1.347821902334414e+85,6.726055374160192e+85
modified_KIMM Simulator_KIMM Bearing Test_20160402120507.tdms,9.617557378368839e+83,2.1746050700327925e+84,3.086108253585698e+84,1.5434764032412137e+85,9.565536761916109e+83,2.1628472213847345e+84,3.0696565461935876e+84,1.5202692552057279e+85,7.060359834327801e+85,1.5965794057168896e+86,2.2660033297047297e+86,1.1206886088429678e+87,1.2437262140356848e+86,2.812695834335346e+86,3.9921838124266943e+86,1.9664274915474024e+87
modified_KIMM Simulator_KIMM Bearing Test_20160402121507.tdms,6.071341164503776e+83,1.3728118780938037e+84,1.9484394110894905e+84,9.683103886443003e+84,2.0061363603916858e+86,4.536868595775201e+86,6.438861907994661e+86,3.19125164128583e+87,3.479643984432928e+85,7.868111021951011e+85,1.1166934671987035e+86,5.548579958219418e+86,4.258009097374525e+85,9.627235471437232e+85,1.366328623465343e+86,6.759202709353783e+86
modified_KIMM Simulator_KIMM Bearing Test_20160402122507.tdms,6.612639094095048e+84,1.4951419450896136e+85,2.122037761858239e+85,1.0601699122808483e+86,4.7727509517909676e+85,1.0793507907564204e+86,1.531898873940081e+86,7.658437548440966e+86,1.2509253278086264e+86,2.828150911757474e+86,4.0136851324200727e+86,1.997959694747903e+87,8.900601189309802e+85,2.012709672333435e+86,2.856778935238787e+86,1.421915140949128e+87
modified_KIMM Simulator_KIMM Bearing Test_20160402123507.tdms,9.478943264314093e+84,2.1433177626571663e+85,3.0415893144767235e+85,1.5046482918146816e+86,1.6468165351660773e+83,3.7234855438501407e+83,5.284453126900005e+83,2.6060255602896905e+84,4.90223277543009e+85,1.1085877721447258e+86,1.5733731996861164e+86,7.820332005015973e+86,7.74042619726679e+84,1.7501144530659242e+85,2.483718178492769e+85,1.2317163781170251e+86
modified_KIMM Simulator_KIMM Bearing Test_20160402124507.tdms,1.506022723854634e+84,3.405266020466319e+84,4.832865318192353e+84,2.3879581181113962e+85,6.295640383061412e+83,1.4234766753410456e+84,2.0202781242727764e+84,1.0118078807897647e+85,2.6062543906336867e+84,5.893894950985718e+84,8.365154959737573e+84,4.1766753007796135e+85,2.3077869592799523e+85,5.218519917680064e+85,7.405547534913903e+85,3.700470358914747e+86
modified_KIMM Simulator_KIMM Bearing Test_20160402125507.tdms,4.4443535070482435e+84,1.004891810425981e+85,1.4261712371010053e+85,7.113067413111671e+85,5.232742303518885e+85,1.1832088773519468e+86,1.679361757230215e+86,8.376865855178084e+86,9.238686342015088e+84,2.089349843137005e+85,2.9656719640725882e+85,1.4760882021871118e+86,3.544344412943034e+86,8.014995162365761e+86,1.1375726471086217e+87,5.680489006840884e+87
modified_KIMM Simulator_KIMM Bearing Test_20160402130507.tdms,5.723383246574081e+83,1.294140725552745e+84,1.8366478902790054e+84,9.199645925743569e+84,1.0364738036441702e+85,2.343381340985127e+85,3.325659617801572e+85,1.6516603549248686e+86,8.68507759009727e+85,1.963819250016216e+86,2.7871523800110666e+86,1.3920019023326859e+87,2.2962010178006343e+86,5.192869395727224e+86,7.371003469026791e+86,3.6319232825871827e+87
modified_KIMM Simulator_KIMM Bearing Test_20160402131507.tdms,1.032887208214182e+85,2.3354817496817503e+85,3.3141186352402176e+85,1.6476325343445717e+86,2.2360049013949142e+83,5.056287750964218e+83,7.176345994891658e+83,3.5950890029681763e+84,1.850763606926439e+85,4.185116956228227e+85,5.940164201242757e+85,2.949784053418549e+86,4.0649008914416676e+85,9.19153092809855e+85,1.3044750281356986e+86,6.481381673430017e+86
modified_KIMM Simulator_KIMM Bearing Test_20160402132507.tdms,3.282887826376087e+84,7.4231112440414814e+84,1.0535851702086347e+85,5.225484373423555e+85,1.933049846931774e+86,4.371144274030385e+86,6.204290071843374e+86,3.0842574679651675e+87,2.0115289110577538e+86,4.548248652913211e+86,6.455550978814735e+86,3.217316565552772e+87,7.248206004154674e+83,1.6389225482526946e+84,2.32606957275747e+84,1.1502466011964219e+85
modified_KIMM Simulator_KIMM Bearing Test_20160402133507.tdms,3.0773920894193027e+84,6.958405704045983e+84,9.87569949380342e+84,4.903125135299795e+85,3.1169094857694223e+84,7.047178040453046e+84,1.000151234969442e+85,4.964031935261142e+85,6.98362503816408e+85,1.5791542096231694e+86,2.2414066331297514e+86,1.1142434460625782e+87,1.424310463056968e+86,3.2206903707001647e+86,4.570979732660187e+86,2.270753926099242e+87
modified_KIMM Simulator_KIMM Bearing Test_20160402134507.tdms,3.4316807098053842e+84,7.759843296534971e+84,1.1012861790664035e+85,5.467287838656674e+85,3.134618428552864e+84,7.087408676828034e+84,1.0059857995822066e+85,4.952334795924015e+85,1.620244558468349e+85,3.663643756226722e+85,5.199549755424135e+85,2.586164451599525e+86,7.977742518272957e+84,1.803615527301114e+85,2.559592417643614e+85,1.2668983357420453e+86
modified_KIMM Simulator_KIMM Bearing Test_20160402135507.tdms,1.3485687412481955e+85,3.049356400577304e+85,4.3280489241752014e+85,2.1545704454745274e+86,1.473882373452762e+86,3.332836337131952e+86,4.730862262924266e+86,2.346145978246707e+87,3.863708676318096e+85,8.736900151171628e+85,1.24013538630096e+86,6.175532982900608e+86,2.2664309838422814e+85,5.1251073797033715e+85,7.274781460713622e+85,3.602746909842186e+86
modified_KIMM Simulator_KIMM Bearing Test_20160402140507.tdms,6.28044257516729e+84,1.420107860361237e+85,2.015599273007207e+85,1.0094668122228812e+86,5.107391059379997e+84,1.154827394490343e+85,1.6388469841209725e+85,8.106316143171815e+85,4.168028418001078e+85,9.423362312590398e+85,1.3372215505548492e+86,6.658295259213482e+86,3.0453993752855036e+84,6.885242961981248e+84,9.771252265632509e+84,4.846436688632769e+85
modified_KIMM Simulator_KIMM Bearing Test_20160402141507.tdms,1.1604816768175258e+85,2.623787155019659e+85,3.7235584929866586e+85,1.8513832036648584e+86,5.52488603527915e+83,1.249350506403914e+84,1.7732886280559478e+84,8.811583919470749e+84,6.187320529090337e+85,1.3990056275710618e+86,1.9856721630592305e+86,9.824947945886871e+86,5.832525415436401e+84,1.3187143379791834e+85,1.8715038997539386e+85,9.43602214816702e+85
modified_KIMM Simulator_KIMM Bearing Test_20160414175132.tdms,2.0650262157215696e+84,4.669212811402481e+84,6.626635235079398e+84,3.252448966885033e+85,2.4475910771167787e+84,5.534376133168803e+84,7.855081054097216e+84,3.920908631146226e+85,2.1909582527570246e+85,4.954813668220425e+85,7.032823369489886e+85,3.5002277346111904e+86,3.380038674693723e+84,7.64170937497546e+84,1.0844883244134835e+85,5.393087898740536e+85
modified_KIMM Simulator_KIMM Bearing Test_20160414180132.tdms,9.679436037742684e+83,2.188343120351456e+84,3.1057424019249384e+84,1.534812000559631e+85,1.3320439928698682e+85,3.012060666040716e+85,4.275205689801827e+85,2.1216102990152818e+86,9.849732520875714e+85,2.227339169045134e+86,3.161434658838382e+86,1.5768184866716451e+87,2.9615461491540347e+85,6.696529034517861e+85,9.505366349716121e+85,4.7293970745349617e+86
modified_KIMM Simulator_KIMM Bearing Test_20160414181132.tdms,6.049900350434913e+83,1.3681703880360084e+84,1.9418008457802849e+84,9.762288959864143e+84,1.248297837654887e+85,2.8223864501225387e+85,4.005655349979576e+85,2.003327791745696e+86,4.02615486946716e+85,9.102946561192123e+85,1.291836163957794e+86,6.459622455796395e+86,1.424435787986272e+85,3.220940660254895e+85,4.5713785798108885e+85,2.2637415176079365e+86
modified_KIMM Simulator_KIMM Bearing Test_20160414182132.tdms,3.7097148448926027e+84,8.388635380259767e+84,1.190513028645744e+85,5.874959451767039e+85,1.304114287852344e+85,2.9484193440284257e+85,4.184114121037543e+85,2.086985495972704e+86,4.542541415072105e+85,1.0272195947774041e+86,1.4580628310070242e+86,7.277097107866831e+86,1.24688773128238e+84,2.819270571482288e+84,4.00079704893655e+84,1.9891287001503e+85
modified_KIMM Simulator_KIMM Bearing Test_20160414183132.tdms,1.6098754974629105e+84,3.639812082011616e+84,5.165676135277261e+84,2.59152445010002e+85,7.261192429427458e+84,1.641872147420268e+85,2.33044733563929e+85,1.1583177787195539e+86,4.528181317803716e+82,1.023950995133227e+83,1.453294924584583e+83,7.299341428223435e+83,4.581520141945962e+84,1.0359808763855778e+85,1.4703225719653358e+85,7.281431100446485e+85
modified_KIMM Simulator_KIMM Bearing Test_20160414184132.tdms,3.72459107552721e+83,8.421859880336204e+83,1.1952939514870084e+84,5.986390033959202e+84,1.7644725597133983e+84,3.98980953114757e+84,5.663298538215764e+84,2.8006778583360894e+85,6.223003722962792e+85,1.4070923975054593e+86,1.9972797531611653e+86,9.881648734813971e+86,1.21775711609413e+84,2.7534021608919387e+84,3.9071157710641666e+84,1.9471608479317615e+85
modified_KIMM Simulator_KIMM Bearing Test_20160414185132.tdms,7.49453201833798e+84,1.694685431323459e+85,2.4050334352329374e+85,1.1950099799867538e+86,2.4669663269159757e+85,5.577825211266465e+85,7.916548856808103e+85,3.9387035310566203e+86,1.1697599975290967e+85,2.6454810774661844e+85,3.754907058086392e+85,1.8957471449221952e+86,7.502091839712341e+84,1.6963167007739812e+85,2.4076574434616576e+85,1.2004125116638408e+86
modified_KIMM Simulator_KIMM Bearing Test_20160414190132.tdms,2.3604251792978632e+81,5.337478096674022e+81,7.574447413541645e+81,3.81019330437659e+82,9.962010026921084e+83,2.2526049227912712e+84,3.197297367780187e+84,1.5860338289085665e+85,9.182304597599333e+84,2.0762799451174534e+85,2.9470909587315173e+85,1.4658862021465547e+86,4.2527820791644486e+84,9.617280563350409e+84,1.3650427668691096e+85,6.782133263374222e+85
modified_KIMM Simulator_KIMM Bearing Test_20160414191132.tdms,5.975406828379332e+82,1.35078108886428e+83,1.9167998176637744e+83,9.424289230085703e+83,1.0020474451317815e+86,2.266078565432456e+86,3.2164755651563053e+86,1.5929187787146737e+87,3.188746613219053e+85,7.211011086188711e+85,1.0235793310191417e+86,5.100285088644094e+86,7.651011601820012e+85,1.7297298640993054e+86,2.4544596958632516e+86,1.224717572975574e+87
modified_KIMM Simulator_KIMM Bearing Test_20160414192132.tdms,1.1242195528163777e+85,2.5420683886015705e+85,3.6078316424780764e+85,1.8131327525205154e+86,1.7902075121440775e+83,4.048530878021288e+83,5.746295682506619e+83,2.8601470110203764e+84,2.3012283085887562e+85,5.203618136758464e+85,7.385752736451577e+85,3.6927270805094234e+86,1.299822778792039e+85,2.938769369032574e+85,4.170630231955759e+85,2.0847241357182904e+86
modified_KIMM Simulator_KIMM Bearing Test_20160414193132.tdms,2.4926270335467416e+84,5.635430093631024e+84,7.998056919618886e+84,4.0009401045622264e+85,1.686210815094899e+84,3.81246621920362e+84,5.410162738570874e+84,2.702581069462937e+85,2.2910104577264747e+86,5.179915998429483e+86,7.351846471791366e+86,3.637585055020845e+87,1.1524089304694415e+85,2.6060166746003935e+85,3.698761479293091e+85,1.835143611228149e+86
modified_KIMM Simulator_KIMM Bearing Test_20160414194132.tdms,2.180971600668931e+83,4.930934632949126e+83,6.997667033434484e+83,3.4515631330654896e+84,9.986164875945409e+83,2.2579589574959643e+84,3.2045030406049357e+84,1.5921252057639564e+85,3.0531967970417724e+85,6.903601574802492e+85,9.798005034514451e+85,4.8988614780681543e+86,2.2363323200356185e+83,5.05754157624379e+83,7.178884733123674e+83,3.5901785019536317e+84
